price,Address,area,Bedrooms,Bathrooms,Balcony,parking,Lift
12500000,"Kanakia Road, McDonalds Lane, Near RBK Global School, Mira Bhayandar, Mumbai - Mira Road and Beyond, Maharashtra",1600,3,3,1,1,2
16000000,"Flat Number 708 7th Floor Nirmal Life Style Zircon Building Off LBS Road  Mulund West Mumbai 400080, Nirmal Nagar - Mulund West, Mumbai - Central Line, Maharashtra",1026,2,2,2,1,7
24000000,"4th lane, lokhandwala complex, Andheri west. mumbai 400053, Andheri West, Mumbai - Western Suburbs, Maharashtra",1170,2,2,2,1,2
22500000,"A 903., Kulup Wadi, Mumbai - North Mumbai, Maharashtra",1050,2,2,1,1,2
9100000,"New PMGP Mhada colony Mulund east, MHADA Colony - Chandivali, Mumbai - Western Suburbs, Maharashtra",650,2,2,2,1,2
16000000,"Bhandup West, Mumbai - Central Line, Maharashtra",1500,2,2,2,1,2
10000000,"virenkhatri63@gmail.com, Kandivali West, Mumbai - North Mumbai, Maharashtra",640,2,2,4,1,2
17000000,"Bhandup West, Bhandup West, Mumbai - Central Line, Maharashtra",1030,2,2,3,1,2
38000000,"Prabhadevi, Mumbai - South Mumbai, Maharashtra",930,2,2,2,1,2
11000000,"A-3/303, Pawan Baug, Chincholi phatak, Malad west, Mumbai 400064, Malad West, Mumbai - Western Suburbs, Maharashtra",535,2,2,2,1,2
13000000,"bhandup, Bhandup West, Mumbai - Central Line, Maharashtra",900,2,2,2,1,2
12000000,"Gorai Pragat CHS, Gorai 2, Mumbai - North Mumbai, Maharashtra",750,2,2,2,1,2
7500000,"Mira Bhayandar, Mumbai - Mira Road and Beyond, Maharashtra",850,2,2,2,1,2
18000000,"Flat Number 603 6th Floor RNA Park Building Number A3 Naga Baba Road Chembur Mumbai 400074, Chembur Colony, Mumbai - Harbour Line, Maharashtra",985,2,2,2,2,1
20000000,"MNO CHS Near CWC School Yari Road Andheri West Mumbai 400053, Andheri West, Mumbai - Western Suburbs, Maharashtra",750,2,2,1,1,2
32500000,"Neelam Senroof Complex Goregaon Mulund Link Road Mulund East Mumbai Maharashtra 400081, Mulund, Mumbai - Central Line, Maharashtra",1675,3,3,1,1,3
16500000,"Andheri East, Mumbai - Western Suburbs, Maharashtra",648,2,2,2,2,2
7500000,"Mira Road, Mumbai, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",765,2,2,2,1,1
40000000,"Jot Co-operative society, Dadar East, Mumbai - Central Mumbai, Maharashtra",1300,3,3,2,1,2
15000000,"Malad West, Mumbai - Western Suburbs, Maharashtra",920,2,2,2,1,2
17000000,"4 Banglow, Mhada Telephone Exchange., Andheri West, Mumbai - Western Suburbs, Maharashtra",550,2,2,1,1,2
15000000,"Mulund West, Mumbai - Central Line, Maharashtra",860,2,2,2,1,2
7000000,"Kashigaon Kashimira Near St.Xaviers HighSchool Mira Road Mira Road Maharashtra 401107 India, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",750,2,2,1,1,2
9900000,"Flat 301. Poonam shrushti. Latif park. J WING. Mira bhayandar Road.Near SK Stone. Mira road EAST., Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1250,3,3,3,1,2
23500000,"holy cross road, borivali west, Padma Nagar, Mumbai - North Mumbai, Maharashtra",1130,3,3,2,1,2
90000000,"Gamdevi, Mumbai - South Mumbai, Maharashtra",1200,3,2,2,1,2
14000000,"Dilip L, Blue Mountains, Upper Govind Nagar, Malad East, Mumbai - North Mumbai, Maharashtra",1062,2,2,2,1,2
9600000,"218, B-Wing, 6th & 7th floor, Opp Hemraj Milk Dairy, Gol Maiden, Ulhasnagar-421001, Ulhasnagar, Mumbai - Around Mumbai, Maharashtra",2645,3,3,2,1,2
27000000,"New Link Rd, Malad West, Mumbai, Maharashtra, Link Road, Mumbai - Western Suburbs, Maharashtra",1200,2,2,2,2,6
60000000,"Malad East, Mumbai, Maharashtra, India., Lower Govind Nagar, Mumbai - North Mumbai, Maharashtra",2200,4,5,1,5,2
57500000,"Parel, Mumbai - South Mumbai, Maharashtra",1605,3,3,2,1,2
51500000,"Versova, Mumbai, Versova, Mumbai - Western Suburbs, Maharashtra",1632,3,3,1,1,2
35000000,"Andheri West, Mumbai - Western Suburbs, Maharashtra",1640,3,3,2,1,2
85000000,"Flat Number 1604 and 1605 16th Floor Shanti Kamal Cooperative Housing Society B Wing Bhai Bal Mukund Marg Chinchpokli Mumbai 400012, Chinchpokli, Mumbai - South Mumbai, Maharashtra",3200,5,4,7,2,2
27500000,"Vrindavan Cooperative Housing Society N S Mankikar Road Chunabatti Sion Mumbai Maharashtra 400022, Vrindavan, Mumbai - Central Line, Maharashtra",1079,2,2,2,1,1
32500000,"Marathon Maxima LBS Road Mulund West Mumbai Maharashtra 400080, Mulund, Mumbai - Central Line, Maharashtra",1800,3,3,1,1,3
29000000,"Sthanu Cooperative Housing Society S L Road Mulund West Mumbai Maharashtra 400080, Mulund, Mumbai - Central Line, Maharashtra",1650,3,3,1,1,1
13800000,"Anand Nagar - Dahisar East, Mumbai - North Mumbai, Maharashtra",800,2,2,2,1,2
16200000,"B-41 Govind Gordhan CHSL, Popat Niwas Compound, Kandivali East, Mumbai - North Mumbai, Maharashtra",975,2,2,2,1,1
39900000,"Sewri, Mumbai - Harbour Line, Maharashtra",1690,3,3,3,1,2
17200000,"Evening Star, 506, 5th floor, Raheja Vihar, Mumbai - Central Line, Maharashtra",1150,2,2,2,1,2
15000000,"Near Mhada complex, Malad west, Mumbai., Malad West, Mumbai - Western Suburbs, Maharashtra",800,2,2,2,1,2
14200000,"Bhandup West, Mumbai - Central Line, Maharashtra",960,2,2,2,1,2
37500000,"001, Ground Floor, Mahavir Aquila, Plot No. 163-B Derasar Lane Ghatkopar (East) Mumbai 400 077, Derasar Lane, Mumbai - Central Line, Maharashtra",1600,3,3,2,1,2
11000000,"Sector 4, Shanti Garden, Near MBMC Office, Mira Road East, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",800,2,2,4,1,2
18500000,"Rustomjee Regal Dahisar West Mumbai, Dahisar West, Mumbai - North Mumbai, Maharashtra",850,2,2,2,1,2
25000000,"1104/5 sapphire building nirmal lifestyle lbs marg mulund (west), Mulund West, Mumbai - Central Line, Maharashtra",1368,3,3,1,185,2
27900000,"Om Villa Cooperative Housing Society Ltd Plot No.57 and 61 Sector 21 Nerul Navi Mumbai Maharashtra 400706, Mumbai, Maharashtra",1670,4,3,2,1,2
8000000,"502 lotus salasar near gcc club miraroad east., Mira Bhayandar, Mumbai - Mira Road and Beyond, Maharashtra",940,2,2,2,2,1
15000000,"Palm Island 04 Chs, Royal Palms Estate, Mumbai - North Mumbai, Maharashtra",1688,3,3,1,2,1
24100000,"Vidyavihar East, Ghatkopar East, Mumbai, Maharashtra, India., Ghatkopar East, Mumbai - Central Line, Maharashtra",1416,4,4,3,3,6
13000000,"B 703 sundew apartments swastik park Chs Ltd village road nahur bhandup mumbai 400078, Bhandup, Mumbai - Central Line, Maharashtra",825,2,2,2,1,2
27000000,"Mumbai, Maharashtra",786,2,2,3,1,2
25000000,"Rashmi Park, Vaaliv Village, Vasai East, Vasai East, Mumbai - Mira Road and Beyond, Maharashtra",2500,4,4,2,2,2
17500000,"Skywalk CHS Orlem Tank road Malad west Mumbai, Malad West, Mumbai - Western Suburbs, Maharashtra",850,2,2,1,1,1
15500000,"Andheri East, Mumbai - Western Suburbs, Maharashtra",800,2,2,2,1,2
10500000,"yaari bldg 90 feet road sakinaka, Sakinaka, Mumbai - Western Suburbs, Maharashtra",850,2,2,2,1,2
5000000,"A305 reliable prestiges chandan naka nalasopara east., Nala Sopara, Mumbai - Mira Road and Beyond, Maharashtra",960,2,2,3,1,2
11000000,"Sector 4 Charkop, Mumbai - North Mumbai, Maharashtra",1200,3,2,1,1,2
22000000,"Kandivali East, Mumbai - North Mumbai, Maharashtra",668,2,2,2,1,2
21100000,"Veena Vihar Cooperative Housing Society 17 A Flank Road Sion East Mumbai 400022, Sion East, Mumbai - Central Mumbai, Maharashtra",1150,2,2,1,1,1
37500000,"Sherepunjab, Andheri East, Mumbai - Western Suburbs, Maharashtra",2000,3,3,2,2,1
6800000,"Plot No. 277, Room No. 29, Sector 2 Charkop, Mumbai - North Mumbai, Maharashtra",780,2,2,1,1,2
10300000,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1035,2,2,2,1,2
11800000,"Jogeshwari West, Mumbai., Behram Baug - Jogeshwari West, Mumbai - Western Suburbs, Maharashtra",800,2,2,2,150,1
6600000,"Sai Nagar, Mumbai - Central Line, Maharashtra",1050,2,2,1,1,2
11700000,"Building no 2, Flat no 402, Om Sai co hsg, Tagore nagar, Vikhroi east, Vikhroli East, Mumbai - Central Line, Maharashtra",800,2,2,2,1,1
18800000,"Opp Powai police Station, Rambaug, Mumbai - Central Line, Maharashtra",950,2,2,2,1,2
35000000,"Byculla, Mumbai - South Mumbai, Maharashtra",1065,2,2,2,1,2
18000000,"Sakinaka, Sakinaka Junction, Mumbai - Western Suburbs, Maharashtra",900,2,2,2,30,2
18500000,"Al-Shams Apt., New Hall Road, Kurla(W), Mumbai-400070, Kurla West, Mumbai - Central Line, Maharashtra",1350,2,4,1,1,2
17000000,"Golders green building no 2, holy cross road, i.c.colony, Borivali west, Borivali West, Mumbai - Western Suburbs, Maharashtra",970,2,2,2,1,2
8500000,"A Wing 204 Link Road Above Dominions Pizza, Vasai East, Mumbai - Mira Road and Beyond, Maharashtra",1500,2,2,3,1,3
18000000,"Malad West, Mumbai - Western Suburbs, Maharashtra",750,2,2,2,1,2
18500000,"Bhandup West, Mumbai - Central Line, Maharashtra",1045,2,2,2,1,2
65000000,"Mulund West, Mumbai - Central Line, Maharashtra",2600,6,6,2,1,2
17000000,"Minal Apartment, Verma Nagar, Jijamata Colony, Radha Krishna Road, Andheri East-400069, Andheri East, Mumbai - Western Suburbs, Maharashtra",760,2,2,2,1,0
28000000,"Tower 2, Ghatkopar West, Mumbai - Central Line, Maharashtra",1490,3,3,3,1,2
4500000,"Virar West, Mumbai - Mira Road and Beyond, Maharashtra",930,2,2,2,1,2
5200000,"ravi2sahu@gmail.com, Vasai East, Mumbai - Mira Road and Beyond, Maharashtra",865,2,2,2,1,2
14000000,"Sector 3 Charkop, Mumbai - North Mumbai, Maharashtra",750,2,2,2,1,2
41000000,"Goregaon West, Mumbai - North Mumbai, Maharashtra",1700,4,3,2,1,2
13500000,"203-SUNDARAM 1-A CHS, RAHEJA COMPLEX, MALAD-EASTMalad East, Mumbai, Maharashtra",835,2,2,2,1,2
35000000,"Malad West, Mumbai - Western Suburbs, Maharashtra",1200,3,2,2,1,2
36500000,"Tilak Road, Ghatkopar East mumbai-77, Ghatkopar East, Mumbai - Central Line, Maharashtra",1050,3,3,2,1,2
9500000,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",985,2,2,2,1,2
17000000,"Chunabhatti, Mumbai - Central Line, Maharashtra",644,2,2,2,1,2
35000000,"Alamanda building Nahar Amrit Shakti Chandivali Mumbai, Chandivali, Mumbai - Central Line, Maharashtra",1300,3,2,1,1,2
27000000,"Row House 2, Thakur Complex, Mumbai - North Mumbai, Maharashtra",1120,3,2,2,1,2
30000000,"Bandra, Mumbai - Western Suburbs, Maharashtra",640,2,2,2,1,2
8000000,"tunga village, near urdu  mulsipality  school, Powai, Mumbai - Central Line, Maharashtra",1950,5,6,1,1,2
9800000,"Mira Road, Mumbai, Vinay Nagar, Mumbai - Mira Road and Beyond, Maharashtra",1070,2,2,5,1,2
15000000,"Bhandup West, Mumbai - Central Line, Maharashtra",852,2,2,1,1,2
6500000,"204, Bldg No. 1, Mangeshi Paradise, Mohane Road, opp. Matoshree Hariya College, Shahad W 421301, Kalyan, Mumbai - Around Mumbai, Maharashtra",880,2,2,3,1,2
27000000,"Wadala, Mumbai - Harbour Line, Maharashtra",1275,3,3,2,1,2
17000000,"Goregaon East, Mumbai - Western Suburbs, Maharashtra",1031,2,2,2,1,2
17000000,"Bhandup West, Mumbai, Bhandup West, Mumbai - Central Line, Maharashtra",1045,2,2,2,1,3
20500000,"Chembur, Mumbai - Harbour Line, Maharashtra",920,2,2,2,1,2
16000000,"Sai Baba, Complex, Mohan Gokhale Road, Goregaon East, Mumbai 400063, Pahadi Goregaon East, Mumbai - North Mumbai, Maharashtra",800,2,2,3,1,2
7000000,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",890,2,2,2,1,2
6100000,"Virar, Mumbai - Mira Road and Beyond, Maharashtra",700,2,2,1,1,2
20000000,"Borivali West, Mumbai - Western Suburbs, Maharashtra",1000,2,2,2,1,2
47500000,"Chitrakoot Apartment, Dadar West, Mumbai - South Mumbai, Maharashtra",1250,3,3,2,1,2
56000000,"Four Bungalows, Andheri west, Andheri West, Mumbai - Western Suburbs, Maharashtra",1994,3,3,3,1,2
70000000,"Upper Govind Nagar, Mumbai - North Mumbai, Maharashtra",3000,6,5,2,1,2
45000000,"Andheri East, Mumbai - Western Suburbs, Maharashtra",1840,4,4,2,1,2
20000000,"Swapnalok Towers, Film City Road, Mumbai - North Mumbai, Maharashtra",1200,2,2,1,1,3
35000000,"Malad West, Mumbai, Evershine Nagar, Mumbai - North Mumbai, Maharashtra",1335,3,3,1,1,3
16500000,"Andheri East, Mumbai - Western Suburbs, Maharashtra",930,2,2,2,1,2
18000000,"63, Kambekar Street, Mohd Ali Road, Mumbai - South Mumbai, Maharashtra",1100,2,3,1,1,2
16000000,"Mulund West, Mumbai - Central Line, Maharashtra",950,2,2,2,1,2
18000000,"701 Spring Leaf Military road Marol, Andheri east, Andheri East, Mumbai - Western Suburbs, Maharashtra",1150,2,2,2,1,2
25000000,"CST Road, Vidya Nagari, Kalina, Santacruz East, Mumbai, Maharashtra, India., Santacruz East, Mumbai - Western Suburbs, Maharashtra",1050,3,2,1,1,0
10500000,"Friends colony Bhandup east, Bhandup East, Mumbai - Central Line, Maharashtra",660,6,2,2,1,2
14000000,"Bhandup West, Mumbai, Bhandup West, Mumbai - Central Line, Maharashtra",825,2,2,6,10,1
7500000,"Mira Road, Mumbai, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",850,2,2,3,1,2
18000000,"Opp Queen mary high school, Mira Bhayandar, Mumbai - Mira Road and Beyond, Maharashtra",1600,2,2,1,1,2
7000000,"Sheetal Nagar, Mumbai - Mira Road and Beyond, Maharashtra",675,2,2,2,1,2
22000000,"701 skyway, Laxmi Industrial Estate, Mumbai - Western Suburbs, Maharashtra",950,2,2,2,1,2
65000000,"Vile Parle East, Mumbai - Western Suburbs, Maharashtra",2000,5,4,2,2,2
35000000,"Trombay, Mumbai - Harbour Line, Maharashtra",2200,4,3,1,2,2
27500000,"Borivali East, Mumbai - Western Suburbs, Maharashtra",1060,3,3,2,1,2
16500000,"Ghatkopar West, Mumbai - Central Line, Maharashtra",820,2,2,2,1,2
17000000,"Opp r City Mall, lbs road, ghatkopar West, Ghatkopar, Mumbai - Central Line, Maharashtra",649,2,2,2,1,2
18500000,"Ghatkopar East, Mumbai - Central Line, Maharashtra",623,2,2,2,1,2
7000000,"Kalyan West, Thane-Kalyan-Dombivli, Mumbai, Maharashtra",1080,2,2,1,1,2
7000000,"Kalyan, Mumbai - Around Mumbai, Maharashtra",1000,2,2,2,1,2
14500000,"Kandivali West, Mumbai, Kandivali West, Mumbai - North Mumbai, Maharashtra",880,2,2,3,1,2
19500000,"Andheri West, Mumbai - Western Suburbs, Maharashtra",845,2,2,2,1,2
22000000,"Sainath nagar, ghatkopar west., Ghatkopar West, Mumbai - Central Line, Maharashtra",1300,3,2,2,1,2
17000000,"Versova, Mumbai - Western Suburbs, Maharashtra",560,2,2,2,1,2
40000000,"Na., King Circle, Mumbai - Central Mumbai, Maharashtra",1300,3,3,1,1,2
16500000,"Kandivali West, Mumbai - North Mumbai, Maharashtra",890,2,2,2,1,1
13500000,"Borivali West, Mumbai - Western Suburbs, Maharashtra",545,2,2,2,1,2
17500000,"Jankalyan Nagar Malad West, Malad West, Mumbai - Western Suburbs, Maharashtra",850,2,2,2,1,2
16500000,"Aarey Milk Colony, Mumbai - North Mumbai, Maharashtra",1660,3,3,1,1,2
20000000,"near Bank of Baroda, Kalina Santakruz east, Santacruz East, Mumbai - Western Suburbs, Maharashtra",1075,2,2,1,1,2
21500000,"Marol, Mumbai - Western Suburbs, Maharashtra",1150,2,2,2,1,2
35000000,"83 Kalpataru Harmony Road no 29 Sion East Mumbai 400022, Sion, Mumbai - Central Mumbai, Maharashtra",854,2,3,2,1,2
10000000,"Bhayandar East, Mumbai - Mira Road and Beyond, Maharashtra",910,2,2,2,1,2
24000000,"Kandivali East, Mumbai - North Mumbai, Maharashtra",1030,2,2,2,1,2
20000000,"Gokuldham, Mumbai - North Mumbai, Maharashtra",885,2,2,1,1,2
6500000,"Virar West, Mumbai - Mira Road and Beyond, Maharashtra",588,2,2,2,1,2
16000000,"Marol, Mumbai, Maharashtra",1092,2,2,3,1,2
22500000,"Near Lokhandwala Foundation School, Akurli Road, Kandivali East, Mumbai-400101., Kandivali East, Mumbai - North Mumbai, Maharashtra",1829,4,4,2,1,2
14000000,"Bhandup West, Mumbai - Central Line, Maharashtra",1010,2,2,4,1,2
79000000,"1401., Wadala, Mumbai - Harbour Line, Maharashtra",1935,3,4,3,1,2
15000000,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1535,3,3,5,1,2
24000000,"Andheri West, Mumbai - Western Suburbs, Maharashtra",1090,2,2,2,1,2
15000000,"LBS Marg, Powai, Powai, Mumbai - Central Line, Maharashtra",800,2,2,2,1,2
25000000,"1501 B wing Itus Dinanath Sty Andheri West Mumbai-53, Andheri West, Mumbai - Western Suburbs, Maharashtra",1065,2,2,2,1,2
22500000,"Gopal Sharma School Road, Powai, Mumbai, Powai, Mumbai - Central Line, Maharashtra",950,2,2,4,1,2
17500000,"Vikhroli West, Mumbai - Central Line, Maharashtra",740,2,2,2,1,2
16500000,"bldg no 6, Bhandup West, Mumbai - Central Line, Maharashtra",850,2,2,2,1,2
55000000,"Malad West, Mumbai - Western Suburbs, Maharashtra",2030,4,4,2,1,2
20000000,"DSK Madhukosh, Andheri - Kurla Road, Sakinaka, Andheri East - Mumbai - 400072, Andheri East, Mumbai - Western Suburbs, Maharashtra",1100,2,2,1,1,2
34500000,"Chembur, Mumbai - Harbour Line, Maharashtra",1200,3,2,2,1,2
5500000,"H-202, Regal Complex, Vasai Nagri, Vasai East, Vasai East, Mumbai - Mira Road and Beyond, Maharashtra",825,2,2,2,1,2
9500000,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",981,2,2,4,1,2
4500000,"B406., Nala Sopara, Mumbai - Mira Road and Beyond, Maharashtra",810,2,2,1,1,2
19000000,"Kandivali East, Mumbai - North Mumbai, Maharashtra",1079,2,2,2,1,2
5600000,"Mumbai-Around Mumbai, Nala Sopara, Mumbai - Mira Road and Beyond, Maharashtra",1000,2,2,1,1,2
9000000,"tower 4, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",880,2,2,4,1,2
7800000,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",628,2,2,2,1,2
40000000,"Parel, Mumbai - South Mumbai, Maharashtra",1115,3,3,2,1,2
30000000,"Ghatkopar West, Mumbai - Central Line, Maharashtra",1000,2,2,1,1,2
120000000,"Seven Bungalows, Mumbai - Western Suburbs, Maharashtra",4000,4,2,2,4,2
24500000,"Tatva, Dattapada Road, Rajendra Nagar, Borivali East, Borivali East, Mumbai - Western Suburbs, Maharashtra",1490,3,2,2,1,4
7500000,"Virar West, Mumbai - Mira Road and Beyond, Maharashtra",604,2,2,2,1,2
18000000,"Bhandup, Mumbai., Bhandup West, Mumbai - Central Line, Maharashtra",1080,2,2,2,1,2
32500000,"G. D, Ambedkar Marg, Parel, Mumbai - 400012., Parmanand Wadi, Mumbai - South Mumbai, Maharashtra",1200,2,2,2,1,2
30000000,"Kandivali West, Mumbai - North Mumbai, Maharashtra",1100,3,3,1,1,2
26000000,"Byculla, Mumbai - South Mumbai, Maharashtra",875,2,2,2,1,2
7500000,"Mira Road, Mumbai, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1060,2,2,3,1,2
6960000,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",870,2,3,2,1,2
18800000,"Goregaon East, Mumbai - Western Suburbs, Maharashtra",980,2,2,2,1,2
50000000,"Matunga, Mumbai - Central Mumbai, Maharashtra",1800,4,3,2,3,1
57000000,"Shloka bldg, 15th road, Khar West, Mumbai - Western Suburbs, Maharashtra",1300,3,3,2,1,2
6500000,"Near, RNA Broadway Avenue, Jangid Complex Rd, RNA Complex, Mira Road, Mira Bhayandar, Maharashtra, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",729,2,2,2,1,2
21000000,"Sane Guruji Nagar, VB Phadke Marg, Mulund East, Mumbai - Central Line, Maharashtra",1300,3,2,2,1,2
22000000,"Mulund West, Mumbai., Mulund West, Mumbai - Central Line, Maharashtra",1100,2,2,2,1,2
21000000,"Sakinaka, Mumbai - Western Suburbs, Maharashtra",886,3,2,2,1,2
36500000,"gd ambekar marg parel, Parel, Mumbai - South Mumbai, Maharashtra",1250,2,3,1,1,2
33000000,"Andheri West, Mumbai - Western Suburbs, Maharashtra",1200,3,2,2,1,2
7400000,"western highway, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",875,2,2,4,1,2
20000000,"Pestomsagar road no.2, Chembur, Mumbai - Harbour Line, Maharashtra",830,2,2,2,1,2
5580000,"Virar West, Mumbai - Mira Road and Beyond, Maharashtra",935,2,2,2,1,1
17500000,"Ghatkopar East, Mumbai, Ghatkopar East, Mumbai - Central Line, Maharashtra",1255,2,2,2,1,2
25000000,"Chembur, Mumbai - Harbour Line, Maharashtra",850,2,2,2,1,2
10800000,"Bhandup East, Mumbai - Central Line, Maharashtra",875,2,2,2,1,2
32500000,"Mulund West, Mumbai - Central Line, Maharashtra",1620,3,3,2,1,2
23000000,"Independent building (2BHK X3 units and 1 BHKX 4 units)Residency building building for sale in bangalore, Mumbai Central, Mumbai - South Mumbai, Maharashtra",6000,2,2,2,1,2
15500000,"Neelam Nagar, Mumbai - Central Line, Maharashtra",850,2,2,2,1,2
17500000,"A-22-201, Millat Nagar, Next to Yamuna Nagar/Greenpark Garden, Off new link road.Ahead of Tarapur Tower petrol pump Andheri WestIt a Big 2 BHK flat with 680 Carpet Area which if need can we remade to 3BHKCurrent Sizes of the Room are Big compare to most of new Constructions 2BHK22 x10.5 Hall15 x10.5 Bedroom115 x10.5 Bedroom208 x 11 Kitchen6.25 x 3.5 Batchroom6.25 x 3.5 Batchroom8 x 33 PassageWithin the Millat Nagar Complex we haveMasjidIslamic centerIslamic book libraryFairyland School till Std XShopping ComplexGymMedical StoreDoctor ClinicPathologistPlayground for Box Cricket, Volleyball and FootballWedding /Function GroundBus Stop for Jogeshwari Station buses, Andheri Station BusesRickshaw StandVegetable & Fruit Day MarketCoaching ClassesNext to Colony with 500  mtr- 2 KmJogging GardenPetrol pumpsTyre shopWeekly MarketATMs of HDFC, SBI etc, Bank HDFC, Axis, Infinity Mall, Mega Mall, Many Nursing Homes and Kokilaben HospitalsCar MechanicsCar ShowroomCoaching ClassesNear by Railway Station by CarJogeshwari 16 minutes Ram Mandir 14 minutesAndheri  22 minutes, Milat Nagar, Mumbai - Western Suburbs, Maharashtra",750,2,2,3,2,2
22000000,"navrang cinema Andheri West, Andheri West, Mumbai - Western Suburbs, Maharashtra",800,2,2,2,1,2
25000000,"Bandra Eas, Bandra East, Mumbai - Western Suburbs, Maharashtra",1000,2,2,1,1,2
7200000,"Kandivali West, Mumbai - North Mumbai, Maharashtra",750,2,2,2,1,2
34000000,"Country Park Borivali East, Borivali East, Mumbai - Western Suburbs, Maharashtra",1050,3,4,4,1,2
4500000,"Mahavir Garden, Chikhal Dongri Road, Near Ekta Word, Virar West., Virar West, Mumbai - Mira Road and Beyond, Maharashtra",915,2,2,2,1,2
23000000,"F20/104 Green Crest CHSL, Yamuna Nagar, Oshiwara, Andheri West, Andheri West, Mumbai - Western Suburbs, Maharashtra",1000,2,2,2,1,2
90000000,"B/45/180, Sundar Nagar - Kalina, Mumbai - Western Suburbs, Maharashtra",3000,7,5,3,1,2
17000000,"Dattani Nagar, Mumbai - North Mumbai, Maharashtra",750,2,2,2,1,2
32000000,"Vakola, Santacruz East, Mumbai - Western Suburbs, Maharashtra",980,3,2,4,1,2
21000000,"Flat 13, Seeta Sadan, Plot 259, Sion (West), Mumbai 400022, King Circle, Mumbai - Central Mumbai, Maharashtra",780,2,2,2,1,2
11500000,"1103, A wing, Anandham, Nahur east, Nahur East, Mumbai - Central Line, Maharashtra",520,2,2,2,1,2
4650000,"Ambernath, Mumbai, Maharashtra",1237,3,2,3,1,2
21000000,"Chandivali, Mumbai, Powai, Mumbai - Central Line, Maharashtra",1270,3,3,2,2,1
45000000,"Santacruz West, Mumbai - Western Suburbs, Maharashtra",1300,3,3,2,1,2
13000000,"carter no. 4 borivali east near station, Borivali East, Mumbai - Western Suburbs, Maharashtra",738,2,2,1,1,2
47500000,"Lok Everest Mulund(w), Mulund West, Mumbai - Central Line, Maharashtra",2345,4,4,3,1,2
37000000,"Prabhadevi, Mumbai - South Mumbai, Maharashtra",800,2,2,2,1,2
18500000,"Marol Naka, Mumbai - Western Suburbs, Maharashtra",1150,3,2,2,1,2
18500000,"Andheri West, Mumbai - Western Suburbs, Maharashtra",675,2,2,2,1,2
45000000,"Bungalow No. A-2, Raj Kunj CHS, Near Ashish Theatre, Chembur, Mumbai, Maharashtra - 400074, Chembur, Mumbai - Harbour Line, Maharashtra",2000,4,5,2,2,2
14500000,"Ghatkopar East, Mumbai., Ghatkopar East, Mumbai - Central Line, Maharashtra",808,2,2,2,1,2
61000000,"Sewri, Mumbai, Sewri, Mumbai - Harbour Line, Maharashtra",2350,3,3,5,2,1
23500000,"Prashant Apt, Kandarpada, Mumbai - North Mumbai, Maharashtra",1850,4,4,2,1,2
16000000,"near IC Colony, IC Colony, Mumbai - North Mumbai, Maharashtra",1000,2,2,1,1,3
22600000,"Malad West, Mumbai, Malad West, Mumbai - Western Suburbs, Maharashtra",1225,2,3,2,1,2
42500000,"147, 10th Rd, Khar, Khar West, Mumbai, Maharashtra 400052, Khar West, Mumbai - Western Suburbs, Maharashtra",900,2,2,2,1,1
52500000,"S V Road Goregaon West, Goregaon West, Mumbai - North Mumbai, Maharashtra",2050,3,3,5,1,2
16500000,"Gulmohar Road, Mumbai - Western Suburbs, Maharashtra",685,2,2,2,1,2
33500000,"Nahur, Nahur East, Mumbai - Central Line, Maharashtra",1750,3,3,1,1,2
50000000,"N.P Thakkar Road, Vile Parle East, Mumbai - Western Suburbs, Maharashtra",2000,3,3,3,1,2
21700000,"Mahavir Kunj Plot no 26 Flat no 18 Garodia Nagar Ghatkopar, Ghatkopar East, Mumbai - Central Line, Maharashtra",1100,2,2,2,1,2
15500000,"Kurla West, Mumbai, Kurla, Mumbai - Central Line, Maharashtra",1229,2,2,3,1,3
17000000,"Mulund West, Mumbai, Mulund West, Mumbai - Central Line, Maharashtra",1050,2,2,2,2,2
25000000,"Malad West, Mumbai, Malad West, Mumbai - Western Suburbs, Maharashtra",1350,3,3,2,1,2
160000000,"Golden Peak Dr. Ambedkar Road Khar West Mumbai Maharashtra 400052, Khar West, Mumbai - Western Suburbs, Maharashtra",3200,4,5,5,6,2
14000000,"Bhawani Sadan, RH 18, Yashwant Datt Greens, Opp City Hospital, Manvel Pada, Virar East, Virar East, Mumbai - Mira Road and Beyond, Maharashtra",3500,2,3,2,2,2
39000000,"Chembur, Mumbai, Chembur East, Mumbai, Maharashtra",1400,3,3,3,1,3
